C Code,D code
SUGPIW----H****,201120000000
EUOPDC----H****,201121000000
EUOPDEC---H****,201121020000
EUOPDFC---H****,201121030000
EUOPDJC---H****,201121070000
EUOPDNC---H****,201121110000
EUOPBC----H****,201122000000
EUOPCE----H****,201122010000
EUOPAC----H****,201122020000
EUFPA-----H****,201201000000
EUFPAA----H****,201201010000
EUFPAB----H****,201201020000
EUFPAC----H****,201201030000
EUFPAD----H****,201201040000
EUOPBL----H****,201201050000
EUFPAE----H****,201201060000
EUFPAF----H****,201201070000
EUFPAG----H****,201201080000
EUFPB-----H****,201202000000
EUFPBA----*****,201202010000
EUFPBB----H****,201202020000
EUFPBC----H****,201202030000
EUFPBD----H****,201202050000
EUFPBE----H****,201202060000
EUFPBF----H****,201202070000
EUFPC-----H****,201203000000
EUFPCA----H****,201203010000
EUFPCB----H****,201203020000
EUFPCC----H****,201203030000
EUFPCD----H****,201203040000
EUFPCE----H****,201203050000
EUFPCF----H****,201203060000
EUFPCG----H****,201203070000
EUFPCH----H****,201203080000
EUFPCI----H****,201203090000
EUFPCJ----H****,201203100000
EUFPD-----H****,201204000000
EUFPDA----H****,201204010000
EUFPDB----H****,201204020000
SUGPIUE---H****,201205000000
SUGPIUEN--H****,201205010300
SUGPI-----H****,201100000000
SUGPIU----H****,201100000000
EUFPEA----H****,201205020000
EUFPEB----H****,201205030000
SUGPIRP---H****,201205050000
EUFPEE----H****,201205060000
EUFPF-----H****,201206000000
SUGPIX----H****,201207010000
SUGPIXH---H****,201207020000
EUFPG-----H****,201208000000
EUFPGA----H****,201208010000
SUGPIB----H****,201208020000
EUFPH-----H****,201209000000
EUFPHA----H****,201209010000
EUFPHB----H****,201209020000
EUFPI-----H****,201210000000
EUFPIA----H****,201210010000
EUFPIB----H****,201210020000
EUFPIC----H****,201210030000
EUFPID----H****,201210040000
EUFPJ-----H****,201211000000
EUFPJA----H****,201211010000
EUFPJB----H****,201211020000
EUFPJC----H****,201211030000
EUFPK-----H****,201212000000
EUFPK-----H****,201212010000
EUFPKB----H****,201212030000
SUGPIT----H****,201213000000
SUGPIBA---H****,201213010000
EUFPLA----H****,201213020000
EUFPLD----H****,201213030000
EUFPLE----H****,201213040000
EUFPLF----H****,201213050000
EUFPLH----H****,201213060000
EUFPLJ----H****,201213070000
EUFPLK----H****,201213080000
SUGPIBN---H****,201213090000
SUGPIMS---H****,201213100000
EUFPLM----H****,201213110000
EUFPLO----H****,201213120000
EUFPLP----H****,201213130000
EUFPMA----*****,201214010000
EUFPMB----H****,201214020000
EUFPMC----*****,201214030000
EUFPMD----H****,201214040000
EUFPME----H****,201214050000
EUFPMF----H****,201214060000
EUFPMG----H****,201214070000
EUFPMH----H****,201214080000
EUFPMI----H****,201214090000
SUGPIUP---H****,201214100000
G*GPGLL---****X,251102000000
G*GPSAO---****X,251201000000
G*GPSAN---****X,251202000000
G*GPSAT---****X,251203000000
G*GPGAZ---****X,251204000000
G*GPGPP---****X,251301000000
G*GPGPPA--****X,251302000000
G*GPGPPK--****X,251303000000
G*GPGPPC--****X,251305000000
G*GPGPPO--****X,251306000000
G*GPGPPD--****X,251307000000
G*OPES----****X,251308000000
G*GPGPPN--****X,251309000000
G*GPGPPL--****X,251311000000
G*GPGPPP--****X,251312000000
G*GPGPRI--****X,251313000000
G*GPGPPR--****X,251314000000
G*GPGPPE--****X,251315000000
G*GPGPPS--****X,251316000000
G*GPGPPW--****X,25131800
G*GPGLP---****X,25140300
G*GPDLF---****X,25140400
G*GPDLP---****X,25140500
G*GPOLKA--****X,25140601
G*GPOLKGM-****X,25140602
G*GPOLKGS-****X,25140603
G*GPOLF---****X,25140700
G*GPOLI---****X,25140800
G*GPOLL---****X,25140900
G*GPOLT---****X,25141000
G*GPOLC---****X,25141100
G*GPOLP---****X,25141200
G*GPSAA---****X,25141300
G*GPSLB---****X,25141400
G*GPSLH---****X,25141500
G*GPSLR---****X,25141600
G*GPSLA---****X,25141700
G*GPGAA---****X,25150200
G*GPGAD---****X,25150600
G*GPGAX---****X,25150700
G*GPGAL---****X,25150800
G*GPGAP---****X,25150900
G*GPGAF---****X,25151000
G*GPGAY---****X,25151100
G*GPDAB---****X,25151200
G*GPDABP--****X,25151202
G*MPSP----****X,25151203
G*TPJ-----****X,25151204
G*TPQ-----****X,25151205
G*GPGAE---****X,25151300
G*GPOLAV--****X,25151400
G*GPOLAA--****X,25151401
G*GPOLAR--****X,25151402
G*GPOLAGM-****X,25151403
G*GPOLAGS-****X,25151404
G*GPOAA---****X,25151500
G*GPOAK---****X,25151600
G*GPOAO---****X,25151700
G*GPSAE---****X,25151800
G*GPOAP---****X,25151900
G*GPOAF---****X,25152000
G*GPOAS---****X,25152100
G*GPGAS---****X,25152200
G*GPDPO---****X,25160100
G*GPDPOR--****X,25160201
G*GPDPOF--****X,25160202
G*GPDPON--****X,25160203
G*GPDPOS--****X,25160204
G*GPDPOC--****X,25160205
G*GPDPT---****X,25160300
G*GPOPP---****X,25160400
G*GPALC---****X,25170100
G*GPALL---****X,25170200
G*GPALM---****X,25170300
G*GPALS---****X,25170500
G*GPALU---****X,25170700
G*GPAAH---****X,25170900
G*GPAAR---****X,25171000
G*GPAAM---****X,25171600
G*GPAAML--****X,25171700
G*GPAAMH--****X,25171800
G*GPAAF---****X,25171900
G*GPAAW---****X,25172000
G*GPGPA---****X,25180000
G*GPAPP---****X,25180100
G*GPAPC---****X,25180200
G*GPAPD---****X,25180300
G*GPAPU---****X,25180400
G*GPGPAT--****X,25180600
G*GPGPAP--****X,25180700
G*GPGPAW--****X,25180800
G*GPGPAA--****X,25180900
G*GPGPAS--****X,25181000
G*GPGPAL--****X,25181100
G*GPGPAK--****X,25181200
G*GPGPAH--****X,25181300
G*GPGPAB--****X,25181400
G*GPGPAC--****X,25181500
G*GPGPAD--****X,25181600
G*GPGPAE--****X,25181700
G*GPGPAO--****X,25181800
G*GPGPAR--****X,25181900
G*GPGPAF--****X,25182000
G*GPGPAG--****X,25182100
G*GPGPAI--****X,25182200
G*GPGPAJ--****X,25182300
G*GPGPAM--****X,25182400
G*GPGPAN--****X,25182500
G*GPGPWA--****X,25210200
G*GPGPWD--****X,25210400
G*GPGPWE--****X,25210500
G*GPGPWG--****X,25210700
G*GPGPWI--****X,25210800
G*GPGPWP--****X,25210900
G*GPGPWM--****X,25211100
G*GPGPUUB-****X,25211400
G*GPGPUUD-****X,25211500
G*GPGPUUL-****X,25212000
G*GPGPUUS-****X,25212100
G*OPFA----****X,25212300
G*OPFE----****X,25212400
G*OPFO----****X,25212600
G*GPGPF---****X,25212700
G*GPGPH---****X,25212800
G*GPGPHA--****X,25212901
G*GPGPHQ--****X,25212902
G*GPGPHX--****X,25212903
G*GPGPHY--****X,25212904
G*GPGPUSD-****X,25213000
G*GPGPUS--****X,25213100
G*GPGPUSA-****X,25213200
G*GPGPUSC-****X,25213300
G*GPGPUY--****X,25213500
G*GPGPUYA-****X,25213501
G*GPGPUYT-****X,25213502
G*GPGPUYB-****X,25213504
G*GPGPUYC-****X,25213506
G*GPGPUYD-****X,25213507
G*GPGPUYS-****X,25213508
G*GPGPUYX-****X,25213510
G*GPGPUYK-****X,25213511
G*GPGPUYL-****X,25213512
G*GPGPUYP-****X,25213513
G*GPGPUYR-****X,25213514
G*GPGPUYV-****X,25213515
G*GPGPR---****X,25213600
G*GPGPRS--****X,25213700
G*GPGPRN--****X,25213800
G*GPGPRD--****X,25213900
G*GPGPRC--****X,25214200
G*GPGPRM--****X,25214400
G*GPGPRP--****X,25214500
G*GPGPRW--****X,25214800
G*GPGPB---****X,25214900
G*GPGPBS--****X,25215000
G*GPGPBSA-****X,25215100
G*GPGPBU--****X,25215200
G*GPGPBUA-****X,25215300
G*GPGPBUM-****X,25215400
G*GPGPBUS-****X,25215500
G*GPGPC---****X,25215600
G*GPGPCA--****X,25215700
G*GPGPCM--****X,25215800
G*GPGPCN--****X,25215900
G*GPGPCP--****X,25216000
G*GPGPCR--****X,25216100
G*GPGPCE--****X,25216200
G*GPGPCC--****X,25216300
G*GPGPCS--****X,25216400
G*GPGPCU--****X,25216500
G*GPGPCUA-****X,25216600
G*GPGPCUM-****X,25216700
G*GPGPCUR-****X,25216800
G*GPGPCUS-****X,25216900
G*GPGPO---****X,25217100
G*GPGPOD--****X,25217200
G*GPGPOP--****X,25217300
G*GPGPOR--****X,25217500
G*GPGPOZ--****X,25217600
G*GPGPOW--****X,25217700
G*OPEV----****X,25218000
G*OPED----****X,25218100
G*OPEP----****X,25218200
G*OPHI----****X,25218300
G*OPHN----****X,25218400
G*OPHO----****X,25218500
G*OPHM----****X,25218600
G*OPSBN---****X,25218700
G*OPSBM---****X,25218800
G*OPSM----****X,25218900
G*OPSS----****X,25219000
G*OPSBX---****X,25219100
G*OPSBW---****X,25219200
G*OPB-----****X,25220100
G*OPBE----****X,25220101
G*OPBA----****X,25220103
G*OPBT----****X,25220105
G*OPBO----****X,25220106
G*FPACAI--****X,25240101
G*FPACAR--****X,25240102
G*FPACAC--****X,25240103
G*FPACFI--****X,25240201
G*FPACFR--****X,25240202
G*FPACFC--****X,25240203
G*FPACNI--****X,25240301
G*FPACNR--****X,25240302
G*FPACNC--****X,25240303
G*FPACRI--****X,25240401
G*FPACRR--****X,25240402
G*FPACRC--****X,25240403
G*FPACPR--****X,25240501
G*FPACPC--****X,25240502
G*FPPTS---****X,25240601
G*FPPTN---****X,25240602
G*FPLT----****X,25240701
G*FPLTS---****X,25240702
G*FPLTF---****X,25240703
G*FPAT----****X,25240801
G*FPATR---****X,25240802
G*FPATC---****X,25240803
G*FPATG---****X,25240805
G*FPATS---****X,25240806
G*FPATB---****X,25240808
G*FPPCF---****X,25240900
G*FPACSI--****X,25241001
G*FPACSR--****X,25241002
G*FPACSC--****X,25241003
G*FPAZII--****X,25241101
G*FPAZIR--****X,25241102
G*FPAZIC--****X,25241103
G*FPAZXI--****X,25241201
G*FPAZXR--****X,25241202
G*FPAZXC--****X,25241203
G*FPAZCI--****X,25241301
G*FPAZCR--****X,25241302
G*FPAZCC--****X,25241303
G*FPAZFI--****X,25241401
G*FPAZFR--****X,25241402
G*FPAZFC--****X,25241403
G*FPACDI--****X,25241501
G*FPACDR--****X,25241502
G*FPACDC--****X,25241503
G*FPACEI--****X,25241601
G*FPACER--****X,25241602
G*FPACEC--****X,25241603
G*FPACBI--****X,25241701
G*FPACBR--****X,25241702
G*FPACBC--****X,25241703
G*FPACVI--****X,25241801
G*FPACVR--****X,25241802
G*FPACVC--****X,25241803
G*FPACZI--****X,25241901
G*FPACZR--****X,25241902
G*FPACZC--****X,25241903
G*FPACT---****X,25242000
G*FPAXC---****X,25242100
G*FPAXS---****X,25242200
G*F-AKBI--****X,25242301
G*F-AKBR--****X,25242302
G*F-AKBC--****X,25242303
G*F-AKPI--****X,25242304
G*F-AKPR--****X,25242305
G*F-AKPC--****X,25242306
G*FPPCB---****X,25250100
G*FPPCH---****X,25250200
G*FPPCL---****X,25250300
G*FPPCR---****X,25250400
G*FPPCS---****X,25250500
G*FPLCF---****X,25260100
G*FPLCC---****X,25260200
G*FPLCN---****X,25260300
G*FPLCR---****X,25260500
G*FPLCM---****X,25260600
G*MPOGB---****X,25270100
G*MPOGZ---****X,25270200
G*MPOGF---****X,25270300
G*MPOGR---****X,25270400
G*MPOEB---****X,25270501
G*MPOED---****X,25270502
G*MPOEF---****X,25270503
G*MPOET---****X,25270504
G*MPBDE---****X,25270601
G*MPBDD---****X,25270602
G*MPBDI---****X,25270603
G*MPOFS---****X,25270700
GFMPOFS---****X,25270701
G*MPOFD---****X,25270707
G*MPOFA---****X,25270800
G*MPOU----****X,25271000
G*MPOFG---****X,25271100
G*MPORP---****X,25271201
G*MPORS---****X,25271202
G*MPORA---****X,25271203
G*MPORC---****X,25271204
G*MPBCA---****X,25271300
G*MPBCE---****X,25271500
G*MPBCD---****X,25271600
G*MPNB----****X,25271700
G*MPNC----****X,25271800
G*MPNR----****X,25271900
G*MPNM----****X,25272100
G*MPNL----****X,25272200
G*MPOS----****X,25280100
G*MPOMP---****X,25280200
G*MPOME---****X,25280201
G*MPOMT---****X,25280300
G*MPOMD---****X,25280400
G*MPOMW---****X,25280500
G*MPOMU---****X,25280600
G*MPOB----****X,25280700
G*MPBCP---****X,25280800
G*MPSE----****X,25280900
G*MPSS----****X,25281000
G*MPSU----****X,25281100
G*MPSF----****X,25281200
G*MPNEC---****X,25281300
G*MPNEB---****X,25281400
G*MPNZ----****X,25281500
G*MPNF----****X,25281600
G*MPNDP---****X,25281800
G*MPNDA---****X,25281801
G*MPNDE---****X,25281802
G*MPNDT---****X,25281803
G*MPNDB---****X,25281804
G*MPNDO---****X,25281805
G*MPNDD---****X,25281806
G*MPOAOF--****X,25281901
G*MPOAOM--****X,25281902
G*MPOAOP--****X,25281903
G*MPOHTL--****X,25282001
G*MPOHTH--****X,25282002
G*MPOHO---****X,25282003
G*MPOGL---****X,25290100
G*MPOADU--****X,25290201
G*MPOADC--****X,25290202
G*MPOAR---****X,25290203
G*MPOAW---****X,25290204
G*MPOWU---****X,25290301
G*MPOWS---****X,25290302
G*MPOWD---****X,25290303
G*MPOWA---****X,25290304
G*MPOWL---****X,25290305
G*MPOWH---****X,25290306
G*MPOWCS--****X,25290307
G*MPOWCD--****X,25290308
G*MPOWCT--****X,25290309
G*MPOMC---****X,25290400
G*MPOT----****X,25290500
G*MPBCL---****X,25290600
G*MPBCF---****X,25290700
G*MPBCR---****X,25290800
G*MPSL----****X,25290900
G*MPSW----****X,25291000
G*SPAD----****X,25310100
G*SPAE----****X,25310200
G*SPAR----****X,25310300
G*SPAH----****X,25310400
G*SPASR---****X,25310500
G*SPASB---****X,25310600
G*SPASD---****X,25310700
G*SPPX----****X,25320100
G*SPPAS---****X,25320200
G*SPPAT---****X,25320300
G*SPPC----****X,25320400
G*SPPY----****X,25320500
G*SPPT----****X,25320600
G*SPPD----****X,25320700
G*SPPE----****X,25320800
G*SPPL----****X,25320900
G*SPPM----****X,25321000
G*SPPP----****X,25321100
G*SPPR----****X,25321200
G*SPPU----****X,25321300
G*SPPO----****X,25321400
G*SPPI----****X,25321500
G*SPPN----****X,25321600
G*SPPSZ---****X,25321700
G*SPPSA---****X,25321707
G*SPPSB---****X,25321708
G*SPPSC---****X,25321709
G*SPPSD---****X,25321710
G*SPPSE---****X,25321711
G*SPPSF---****X,253217120000
G*SPPSG---****X,253217130000
G*SPPSH---****X,253217140000
G*SPPSI---****X,253217150000
G*SPPSJ---****X,253217160000
G*SPLCM---****X,253301000000
G*SPLCH---****X,253302000000
G*SPLRM---****X,253303000000
G*SPLRO---****X,253303010000
G*SPLRW---****X,253303020000
G*SPLRA---****X,253304000000
G*SPLRT---****X,253304030000
G*TPB-----****X,253401000000
G*TPH-----****X,253402000000
G*TPY-----****X,253403000000
G*TPC-----****X,253404000000
G*TPX-----****X,253405000000
G*TPK-----****X,253406000000
G*TPKF----****X,253407000000
G*TPL-----****X,253408000000
G*TPD-----****X,253409000000
G*TPT-----****X,253410000000
G*TPF-----****X,253411000000
G*TPA-----****X,253412000000
G*TPAS----****X,253413000000
G*TPI-----****X,253414000000
G*TPE-----****X,253415000000
G*TPN-----****X,253416000000
G*TPO-----****X,253417000000
G*TPP-----****X,253418000000
G*TPR-----****X,253419000000
G*TPM-----****X,253420000000
G*TPS-----****X,253421000000
G*TPUC----****X,253422010000
G*TPUG----****X,253422020000
G*TPUS----****X,253422030000
G*TPZ-----****X,253423000000
G*TPW-----****X,253424000000
G*TPWP----****X,253425000000
G*TP2-----****X,253426000000
G*TPV-----****X,253427000000
G*TPG-----****X,253428000000
SUSP------*****,301200000000
SUSPC-----*****,301200000000
SUSPCLCV--*****,301201000000
SUSPCL----*****,301202000000
SUSPCLBB--*****,301202010000
SUSPCLCC--*****,301202020000
SUSPCLDD--*****,301202030000
SUSPCLFF--*****,301202040000
SUSPCLLL--*****,301202060000
SUSPCLLLAS*****,301202060300
SUSPCLLLMI*****,301202061000
SUSPCLLLSU*****,301202061300
SUSPCA----*****,301203000000
SUSPCALA--*****,301203020000
SUSPCALS--*****,301203070000
SUSPCALSM-*****,301203070004
SUSPCALST-*****,301203070007
SUSPCALC--*****,301203080000
SUSPCM----*****,301204000000
SUSPCMML--*****,301204010000
SUSPCMMS--*****,301204020000
SUSPCMMH--*****,301204040000
SUSPCMMA--*****,301204060000
SUSPCP----*****,301205000000
SUSPCPSU--*****,301205000013
SUSPCPSUT-*****,31205000017
SUSPCPSB--*****,301205010000
SUSPCPSUG-*****,301205020000
SUSPCD----*****,301206000000
SUSPCU----*****,301207000000
SUSPCUS---*****,301207000300
SUSPCUM---*****,301207000700
SUSPCUR---*****,301207001100
SUSPCUN---*****,301207001300
SUSPG-----*****,301210000000
SUSPGT----*****,301210020000
SUSPGG----*****,301210030000
SUSPGU----*****,301210040000
SUSPGC----*****,301210050000
SUSPN-----*****,301300000000
SUSPNI----*****,301301040000
SUSPNM----*****,301301070000
SUSPNR----*****,301301110000
SUSPNF----*****,301301120000
SUSPNS----*****,301302000000
SUSPXM----*****,301401000000
SUSPXMC---*****,301401010000
SUSPXMR---*****,301401040000
SUSPXMF---*****,301401050000
SUSPXH----*****,301401070000
SUSPXMO---*****,301401090000
SUSPXMP---*****,301401100000
SUSPXMTU--*****,301401110000
SUSPXMTO--*****,301401120000
SUSPXMH---*****,301401130000
SUSPXF----*****,301402000000
SUSPXFDF--*****,301402010000
SUSPXFTR--*****,301402020000
SUSPXFDR--*****,301402030000
SUSPXL----*****,301403000000
SUSPXR----*****,301404000000
SUSPXA----*****,301405000000
SUSPXAR---*****,301405010000
SUSPXAS---*****,301405020000
SUSPXP----*****,301406000000
SUSPO-----*****,301500000000
SUUP------*****,351000000000
SUUPS-----*****,351101000000
SUUPS1----*****,351101001300
SUUPS2----*****,351101001400
SUUPS3----*****,351101001500
SUUPS4----*****,351101001600
SUUPSL----*****,351101001700
SUUPSF----*****,351101010000
SUUPSR----*****,351101011800
SUUPSB----*****,351101030000
SUUPSO----*****,351102000000
SUUPSX----*****,351103000000
SUUPSU----*****,351104000000
SUUPSUS---*****,351104000100
SUUPSUM---*****,351104000500
SUUPND----*****,351203000000
SUUPW-----*****,351300000000
SUUPWT----*****,351301000000
SUUPWD----*****,351303000000
SUUPWM----*****,361100000000
SUUPWMG---*****,361101000000
SUUPWMM---*****,361102000000
SUUPWMF---*****,361103000000
SUUPWMS---*****,361104000000
SUUPWMO---*****,361105000000
SUUPWMX---*****,361108000000
SUUPWMGX--*****,361108010000
SUUPWMMX--*****,361108020000
SUUPWMFX--*****,361108030000
SUUPWMSX--*****,361108040000
SUUPWMD---*****,361109000000
SUUPWMGD--*****,361109010000
SUUPWMMD--*****,361109020000
SUUPWMFD--*****,361109030000
SUUPWMSD--*****,361109040000
SUUPWMOD--*****,361109050000
SUUPX-----*****,361200000000
SUUPWDM---*****,361300000000
SUUPWDMG--*****,361301000000
SUUPWDMM--*****,361302000000
SUUPWME---*****,361500000000
SUUPWMGE--*****,361501000000
SUUPWMME--*****,361502000000
SUUPWMFE--*****,361503000000
SUUPWMR---*****,361600000000
SUUPWMGR--*****,361601000000
SUUPWMMR--*****,361602000000
SUUPWMFR--*****,361603000000
SUUPWMB---*****,361700000000
SUUPWMBD--*****,361701000000
SUUPWMA---*****,361800000000
SUUPWMN---*****,361900000000
SUUPWMGO--*****,361901000000
SUUPWMMO--*****,361902000000
SUUPWMFO--*****,361903000000
SUUPE-----*****,362000000000
SUUPV-----*****,362100000000
EUIPB-----*****,401101000000
OUOPA-----*****,401101010000
OUVPA-----*****,401101020000
OUOPKA----*****,401101030500
OURPA-----*****,401101030800
OUVPD-----*****,401101040000
OUOPU-----*****,401101050000
OUOPE-----*****,401101060000
OUIPG-----*****,401101070000
OUVPM-----*****,401101080000
OUVPMC----*****,401101080100
OUVPMB----*****,401101080200
OUVPMA----*****,401101080600
OUVPP-----*****,401101090000
EUIPAC----*****,401101100000
OUVPY-----*****,401101110000
OUOPV-----*****,401101120000
OUOPI-----*****,401101130000
OUIPV-----*****,401101140000
OUOPJ-----*****,401101150000
OUOPB-----*****,401101160000
OUOPT-----*****,401101170000
OUOP2-----*****,401101180000
OUOPX-----*****,401101190000
OUOPW-----*****,401101200000
OUPPD-----*****,401101210000
OUOPG-----*****,401101220000
OUOPZ-----*****,401101230000
OUVPB-----*****,401102000000
EUIPBA----*****,401102010000
EUIPBF----*****,401104000000
OUVPS-----*****,401104010000
OUOPUT----*****,401105010000
OULPE-----H****,401105020000
OUVPE-----*****,401106000000
OUVPEG----*****,401106010000
OUVPEN----*****,401106020000
OUVPEM----*****,401106030000
OUVPEO----*****,401106040000
OUVPER----*****,401106050000
EUIPBC----*****,401106060000
EUIPA-----*****,401200000000
OUOPD-----*****,401201000000
OUOPP-----*****,401301000000
OUOPY-----*****,401302000000
OUOPYH----*****,401302000400
OUOPYW----*****,401302000900
OUOPYT----*****,401302010000
OUOPF-----*****,401303000000
OUOPRW----*****,401304010000
OUOPRC----*****,401304020000
OUOPM-----*****,401305000000
OUOPS-----*****,401306000000
OUOPQ-----*****,401307000000
OUPPG-----*****,401308000000
OUPPH-----*****,401309000000
OUIPM-----*****,401310000000
OULPF-----H****,401310010000
OUOPN-----*****,401311000000
EUOPB-----*****,401312000000
EUOPBD----*****,401312010000
OUOPO-----*****,401312020000
EUOPBE----H****,401312030000
EUOPBF----H****,401312040000
EUOPBG----H****,401312050000
EUOPBH----H****,401312060000
EUOPBI----H****,401312070000
EUOPBK----H****,401312080000
EUOPA-----*****,401313000000
EUOPAD----H****,401313010000
EUOPAG----H****,401313020000
EUOPAJ----H****,401313030000
EUOPAK----H****,401313040000
EUOPAL----H****,401313050000
EUOPAM----H****,401313060000
EUOPCC----*****,401314010000
EUOPCE----*****,401314020000
EUOPCD----H****,401314030000
EUOPD-----*****,401315000000
EUOPDE----*****,401315020000
EUOPDF----*****,401315030000
EUOPDJ----*****,401315070000
EUOPDK----H****,401315080000
EUOPDN----*****,401315110000
OUIPF-----*****,401315130000
EUIPC-----*****,401400000000
EUIPCC----*****,401401000000
EUIPCF----*****,401402000000
EUIPCA----*****,401403000000
EUIPCB----*****,401404000000
EUIPCD----*****,401405000000
EUIPCE----*****,401406000000
EUIPCG----*****,401407000000
EUIPCH----*****,401408000000
EUIPD-----*****,401501000000
EUIPDA----*****,401501010000
EUIPDB----*****,401501020000
EUIPDC----*****,401501030000
EUIPDD----*****,401501040000
EUIPDE----*****,401501050000
EUIPDF----*****,401501060000
EUIPDG----*****,401501070000
EUIPDH----*****,401501080000
EUIPDI----*****,401501090000
EUIPDJ----*****,401501100000
EUIPDK----*****,401501110000
EUIPDL----*****,401501120000
EUIPDM----*****,401501130000
EUIPDN----*****,401501140000
EUIPDO----*****,401501150000
EUIPEA----*****,401601001600
OUOPHA----*****,401601000300
EUIPE-----*****,401601001700
EUIPFA----*****,401602001600
OUOPHV----*****,401602000300
EUIPF-----*****,401602001700
EUIPGA----*****,401603001600
EUIPGB----*****,401603000300
EUIPG-----*****,401603001700
EUIPHA----*****,401604001600
OUOPHT----*****,401604000300
EUIPH-----*****,401604001700
OUVPEV----*****,401605000000
E*NPAA----*****,401701010000
E*NPAB----*****,401701020000
E*NPAC----*****,401701030000
E*NPAD----*****,401701040000
E*NPAE----*****,401701050000
WAS-WSVE--P----,401701060000
E*NPAG----*****,401701070000
OULPN-----H****,401701080000
E*NPBB----*****,401702010000
E*NPBC----*****,401702020000
E*NPBM----*****,401702030000
E*NPCA----*****,401703010000
E*NPCB----*****,401703020000
E*NPCC----*****,401703030000
E*NPCD----*****,401703040000
E*NPCE----*****,401703050000
OUPPAR----*****,401801000000
OUPPE-----*****,401802000000
WAS-PL----P----,451101000000
WAS-PC----P----,451101010000
WAS-PLT---P----,451101020000
WAS-PH----P----,451102000000
WAS-PA----P----,451102010000
WAS-PHT---P----,451101020000
WA-DPFC----L---,451103010000
WA-DPFCU---L---,451103020000
WA-DPFC-FG-L---,451102030000
WA-DPFC-FY-L---,451101040000
WA-DPFW----L---,451103050000
WA-DPFWU---L---,451103060000
WA-DPFW-FG-L---,451103070000
WA-DPFW-FY-L---,451103080000
WA-DPFO----L---,451103090000
WA-DPFOU---L---,451103100000
WA-DPFO-FY-L---,451103110000
WA-DPFS----L---,451103120000
WA-DPFSU---L---,451103130000
WA-DPFS-FG-L---,451103140000
WA-DPFS-FY-L---,451103150000
WA-DPXT----L---,451104020000
WA-DPXR----L---,451104030000
WA-DPXSQ---L---,451104040000
WA-DPXIL---L---,451104050000
WA-DPXSH---L---,451104060000
WA-DPXITCZ-L---,451104070000
WA-DPXCV---L---,451104080000
WA-DPXITD--L---,451104090000
WAS-TL----P----,451201000000
WAS-TM----P----,451202000000
WAS-TS----P----,451203000000
WAS-TE----P----,451204000000
WAS-T-MW--P----,451205000000
WAS-ICL---P----,451301010000
WAS-ICM---P----,451301020000
WAS-ICS---P----,451301030000
WAS-IRL---P----,451302010000
WAS-IRM---P----,451302020000
WAS-IRS---P----,451302030000
WAS-IML-P------,451303010000
WAS-IMM-P------,451303020000
WAS-IMS-P------,451303030000
WAS-WC----P----,451401000000
WAS-WP----P----,451402000000
WA-DWJ-----L---,451403000000
WA-DWS-----L---,451404000000
WAS-CCCSCSP----,451501010000
WAS-CCCSFCP----,451501020000
WAS-CCCSSCP----,451501030000
WAS-CCCSBCP----,451501040000
WAS-CCCSOCP----,451501050000
WAS-CCCSOBP----,451501060000
WAS-WSR-LIP----,451601010000
WAS-WSR-LCP----,451601020000
WAS-WSR-MIP----,451601030000
WAS-WSR-MCP----,451601040000
WAS-WSR-HIP----,451601050000
WAS-WSR-HCP----,451601060000
WAS-WSRFL-P----,451602010000
WAS-WSRFMHP----,451602020000
WAS-WSRSL-P----,451603010000
WAS-WSRSMHP----,451603020000
WAS-WSRST-P----,451603030000
WAS-WSD-LIP----,451604010000
WAS-WSD-LCP----,451604020000
WAS-WSD-MIP----,451604030000
WAS-WSD-MCP----,451604040000
WAS-WSD-HIP----,451604050000
WAS-WSD-HCP----,451604060000
WAS-WSDFL-P----,451605010000
WAS-WSDFMHP----,451605020000
WAS-WSM-L-P----,451606010000
WAS-WSM-MHP----,451606020000
WAS-WSMSL-P----,451606030000
WAS-WSMSMHP----,451606040000
WAS-WSS-LIP----,451607010000
WAS-WSS-LCP----,451607020000
WAS-WSS-MIP----,451607030000
WAS-WSS-MCP----,451607040000
WAS-WSS-HIP----,451607050000
WAS-WSS-HCP----,451607060000
WAS-WSSBLMP----,451607070000
WAS-WSSBH-P----,451607080000
WAS-WSSG--P----,451608000000
WAS-WSSSL-P----,451609010000
WAS-WSSSMHP----,451609020000
WAS-WSGRL-P----,451610010000
WAS-WSGRMHP----,451610020000
WAS-WSIC--P----,451611000000
WAS-WSPLL-P----,451612010000
WAS-WSPLM-P----,451612020000
WAS-WSPLH-P----,451612030000
E*NPBF----*****,451613000000
WAS-WST-NPP----,451614010000
WAS-WSTMR-P----,451614020000
WAS-WSTHR-P----,451614030000
WAS-WSTMH-P----,451614040000
WAS-WSTHH-P----,451614050000
WAS-WST-FCP----,451614060000
WAS-WST-SQP----,451614070000
WAS-WST-LGP----,451614080000
WAS-WSFGPSP----,451615010000
WAS-WSFGCSP----,451615020000
WAS-WSFGP-P----,451615030000
WAS-WSFGSVP----,451615040000
WAS-WSFGSOP----,451615050000
WAS-WSFGFVP----,451615060000
WAS-WSFGFOP----,451615070000
WAS-WSBR--P----,451616000000
WAS-WSFU--P----,451617000000
WAS-WSHZ--P----,451618000000
WAS-WSDSLMP----,451619010000
WAS-WSDSS-P----,451619020000
WAS-WSDD--P----,451619030000
WAS-WSDB--P----,451619040000
WAS-WSTSD-P----,451620010000
